Survey Area,Season,Round,Burrow ID,Camera #,SD Card#,Width,Status,Photo Reviewer,Distance (in),Notes,Date Start,Date End,Trap Days,# photos,Tortoise,Commensal Totals,Gopher Frog,Southern Toad,Treefrog,unk frog,Two-lined Salamander,Coachwhip,Corn Snake,Pine snake,Hognose,Black Racer,Diamondback Rattlesnake,Scarlet Snake,Coral Snake,Crowned Snake,Pygmy Rattlesnake,unk snake,Racerunner,Broad-headed Skink,Ground Skink,Mole Skink,Green Anole,Fence Lizard,unk lizard,Box Turtle,Mouse,Pocket Gopher,Cotton Rat,Eastern Woodrat,Cottontail,Fox Squirrel,Grey Squirrel,Flying Squirrel,unk rodent,Armadillo,Grey Fox,Coyote,Canid,Striped Skunk,Wild Boar,Opossum,Raccoon,Bobcat,Deer,Bear,unk mammal,Crow,Burrowing Owl,Screech Owl,American Kestrel,Chuck-will's-widow,Quail,Hermit Thrush,American Robin,Northern Mockingbird,Phoebe,Eastern Kingbird,Great-crested Flycatcher,Savanah Sparrow,Song Sparrow,White-throated Sparrow,Chipping Sparrow,Grasshopper Sparrow,Vesper Sparrow,Swamp Sparrow,Bachman's Sparrow,unk sparrow,Carolina Wren,House Wren,Palm Warbler,unk warbler,Northern Flicker,Eastern Meadowlark,Blue-gray Gnatcatcher,Mourning Dove,Grey Catbird,Turkey,unknown bird,unk animal
201E,fall,F2,KV5,19,33,330,A,AB,60,Both the Gopher tortoise and Gopher frog exited the burrow while it was raining,11/28/2016 13:40,12/2/2016 18:33,4.2,17607,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KB1,12,59,138,I,AB,60,,11/28/2016 12:54,12/2/2016 18:15,4.2,17773,N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,K12,13,13,128,I,AB,60,,11/28/2016 13:12,12/2/2016 6:55,3.7,14661,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KV17,11,58,310,A,AB,60,Gopher tortoise came out while it was raining. Something triggered the camera at 2:43 but due to fog cannot tell what 1047-1049. Later triggered 3 times and still bad pics due to fog but confident all are the same bobcat.,11/28/2016 12:57,12/2/2016 17:55,4.2,17650,Y,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KB4,26,26/35,312,I,SJG,60,changed sd card 3 times - bad camera,11/28/2016 13:51,12/3/2016 12:44,5,13470,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KA4,18,34,335,A,AB,60,Could see Gopher Tortoise at entrance a couple of times on the 30th but never came out,11/28/2016 13:20,12/1/2016 17:57,3.2,13545,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KV15,16,32,335,I,AB,60,,11/28/2016 13:16,12/2/2016 17:48,4.2,17474,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KB3,15,63,335,A,AB,60,"Gopher tortoise came out while raining; All Tortoises have been coming out on this day, at approximately the same time in the rain",11/28/2016 13:06,12/2/2016 18:34,4.2,17812,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KV16,20,41,63,I,AB,60,"Only Gopher Tortoise at this sight, during this round to come out not on 11/30- different behavior due to age? Vegetation caused a lot of motion detection photos.",11/28/2016 13:01,12/2/2016 16:37,4.2,17332,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
201E,fall,F2,KV3,24,44,315,A,AB,60,,11/28/2016 13:27,11/29/2016 15:40,1.1,4753,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BA1,1,1,323,I,CME,60,Fog on 11/2 from 6:00-7:43,10/31/2016 13:35,11/4/2016 15:25,4.1,17089,N,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,SG21,11,11,343,I,CME,60,"Burrow actively being used by burrowing owls, Reasonable certainty that there were at least three gopher frogs using the burrow; only one photo showing two at once, but having not seen one re-enter the burrow before the emergence of the other two, I am interpreting that as three animals.",10/31/2016 14:44,11/4/2016 15:24,4,16517,N,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,V7,12,12,277,A,CME,60,Unk Sparrow species; Song? Fog on 11/4 from 6:00-7:17,10/31/2016 14:17,11/4/2016 15:43,4.1,16381,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BA2,13,38,245,I,CME,60,"Fog 11/1 from 6:00-6:29, and 11/4 from 6:00-7:40",10/31/2016 14:25,11/4/2016 15:44,4.1,16368,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BA7,14,14,240,I,AB,60,"Time lapse never stopped so only took pics for a couple of days. Camera name is also wrong, says VT10 and it should be VT14",10/31/2016 13:58,11/2/2016 17:00,2.1,16770,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BA5,15,15,226,I,AB,60,Fog on 11/4 from 6-6:50-something walk by camer but cannot tell what(bird?),10/31/2016 14:21,11/4/2016 15:44,4.1,16456,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BA3,18,18,312,A,VHP,60,Fog on 11/4/16 from 066-0740.,10/31/2016 13:27,11/4/2016 15:30,4.1,16619,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,V1,20,20,278,I,KFB,60,"Burrowing owl burrow, saw owl enter and exit muliple times . Fog from 11/4/2016 from0600-0730. Savannah sparrow?",10/31/2016 13:52,11/4/2016 15:18,4.1,16660,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,V6,19,19,230,I,AB,60,Fog on 11/4 6-6:47,10/31/2016 13:18,11/4/2016 15:33,4.1,16672,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,fall,F,BD1,16,16,M,AB,CME,60,"Fog on 11/4 6:00-7:46; Camera not pointed directly at burrow entrance, aimed at apron to the left of burrow",10/31/2016 14:06,11/4/2016 15:11,4,16366,N,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS2,17,17,190,I,CME,60,,10/14/2016 16:14,10/19/2016 18:54,5.1,17548,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS8,16,40,290,A,RLB,60,"Photos were foggy on morning of Oct 15 between 6:00-6:55, Oct 17 between 6:00-6:38, Oct 18 between 6:00-6:38 and Oct 19 6:00-6:20,  photo of mower driving next to burrow (1673) and photo comparing the burrow before and after the mower runs over burrow (1696-1697), burrowing owl peered into burrow then flew off",10/14/2016 15:05,10/19/2016 6:32,4.6,17882,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,B8,18,18,260,A,RLB,60,"Two gopher tortoises appeared on this burrow, one continued to mount the other the pictures of mounts are (6934, 6978), tortoise that resides in burrow leaves and doesn’t return on Oct 16 and the next morning a burrowing owl appears and takes over the burrow going into it and staying at the burrow for the remainder of the photos",10/14/2016 14:59,10/19/2016 6:17,4.6,17811,Y(2),3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS4,19,19,240,I,VHP,60,"Tractor mows. Two burrowing owls visit and inspect burrow. Another owl looks in burrow, could possibly be a screech owl.",10/14/2016 14:17,10/19/2016 6:38,4.7,18184,Y,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS3,15,15,275,I,VHP,60,B.O. visited multiple nights. Fog from 0600-0700 on 10/15/16.,10/14/2016 14:23,10/19/2016 6:18,4.7,17993,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS6,20,20,260,A,CME,60,"Fog on 10/19/16 from 6:00 to 6:39, Tractor and human foot traffic near burrow",10/14/2016 16:18,10/19/2016 7:26,4.6,17762,Y,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BV6,11,11,See notes,A,CME,60,Burrow width not taken as entrance had collapsed; Tractor collapsed burrow entrance with tortoise still inside,10/14/2016 15:11,10/19/2016 7:21,4.7,18065,Y(2),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,,0,,,,0,0
B70E,fall,F,BS9,12,12,315,A,RLB,60,"Fog on photos on morning of Oct 15, 17, 18 & 19.  Black bear photo is questionable only can see nose in upper right of picture may be a deer or coyote, gopher tortoise appears at burrow on the 16th and has a battle over the burrow with a burrowing owl photos are (0180-0214, 0274-0295, 0357-0389, 0464-0469) the gopher tortoise leaves burrow and does not return after chasing away owl three times and it returns",10/14/2016 14:54,10/19/2016 6:04,4.6,17896,Y,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BS1,13,38,305,A,RLB,60,"Fog on photos on morning of Oct 15, 18 and 19.  ",10/14/2016 13:57,10/19/2016 6:37,4.7,18282,N,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,fall,F,BV5,14,14,249,I,CME,60,,10/14/2016 15:28,10/16/2016 17:35,2.1,16223,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,ZJ16,7,7,180,A,AB,60,mouse definitely using burrow; probably multiple mice.,11/25/2016 12:00,11/28/2016 4:37,2.7,10851,N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,D12,8,8,245,I,AB,60,,11/25/2016 8:38,11/28/2016 2:48,2.8,10933,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,D21,1,1,307,I,CME,60,Fog on 11/26 from 6:00- 7:12 and 11/27 from 6:00-6:57,11/25/2016 9:46,11/28/2016 3:45,2.7,10845,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,D24,30,30,269,A,AB,60,There were old photos from a different burrow on the SD card that were never erased (F2)2304-2306,11/25/2016 12:00,11/28/2016 4:22,2.7,10809,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,ZJ6,21,14,183,I,AB,60,A lot of motion detection pictures taken probably due to vegetation.,11/25/2016 11:55,11/27/2016 22:43,2.4,11199,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,JZ2,22,22,175,A,AB,60,A lot of motion detection pictures taken probably due to vegetation.,11/25/2016 10:41,11/27/2016 17:59,2.3,10419,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,D11,23,23,282,I,AB,60,Only took photos for a couple of hours,11/25/2016 12:00,11/25/2016 14:32,0.1,913,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,ZJ18,28,37,380,I,AB,60,"The mice set off the motion detection a lot, potentially multiple mice- two mice were caught on camera at the same time once; A lot of fog on 11/26 and 11/27 for part of the night; mice were definitely seen using the burrow. Camera angle changes at the end (F2) 7651.",11/25/2016 12:00,11/28/2016 4:15,2.7,11042,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,D25,6,6,115,I,AB,60,A lot of motion detection pictures taken probably due to vegetation.,11/25/2016 8:30,11/28/2016 3:04,2.8,11143,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
C61A,fall,F,ZJ14,2,40,108,I,AB,60,A lot of motion detection pictures taken probably due to vegetation. Angle of camera moved at end (F2) 9164,11/25/2016 9:23,11/28/2016 4:38,2.8,10955,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
